 223 (0, 2, 4, 5, 10, 13, 14, 15)
 223 (0, 2, 6, 8, 9, 13, 14, 15)
 223 (0, 3, 4, 8, 10, 11, 12, 14)
 223 (0, 3, 4, 8, 9, 11, 12, 13)
 223 (0, 3, 7, 8, 10, 11, 14, 15)
 223 (0, 3, 7, 8, 9, 11, 13, 15)
 223 (0, 4, 5, 7, 8, 10, 14, 15)
 223 (0, 4, 5, 7, 8, 9, 11, 13)
 223 (0, 4, 5, 8, 10, 11, 13, 15)
 223 (0, 4, 6, 7, 8, 10, 11, 14)
 223 (0, 4, 6, 7, 8, 9, 13, 15)
 223 (0, 4, 6, 8, 9, 11, 14, 15)
 223 (1, 2, 3, 4, 5, 10, 12, 14)
 223 (1, 2, 3, 4, 5, 6, 13, 14)
 223 (1, 2, 3, 4, 6, 9, 12, 13)
 223 (1, 2, 3, 5, 11, 13, 14, 15)
 223 (1, 2, 3, 5, 8, 10, 12, 13)
 223 (1, 2, 3, 6, 11, 13, 14, 15)
 223 (1, 2, 3, 6, 8, 9, 12, 14)
 223 (1, 2, 3, 7, 10, 13, 14, 15)
 223 (1, 2, 3, 7, 9, 13, 14, 15)
 223 (1, 2, 3, 8, 9, 10, 13, 14)
 223 (1, 2, 4, 5, 6, 13, 14, 15)
 223 (1, 2, 5, 6, 7, 12, 13, 14)
 223 (1, 2, 8, 9, 10, 13, 14, 15)
 223 (1, 2, 9, 10, 11, 12, 13, 14)
 223 (1, 3, 4, 5, 6, 7, 10, 11)
 223 (1, 3, 4, 5, 8, 10, 11, 12)
 223 (1, 3, 4, 6, 7, 8, 9, 12)
 223 (1, 3, 5, 10, 11, 12, 13, 14)
 223 (1, 3, 6, 7, 8, 9, 10, 11)
 223 (1, 3, 6, 7, 9, 12, 13, 14)
 223 (1, 4, 5, 7, 8, 9, 11, 12)
 223 (1, 4, 5, 7, 8, 9, 11, 15)
 223 (1, 4, 5, 9, 10, 12, 13, 14)
 223 (1, 5, 6, 8, 9, 12, 13, 14)
 223 (2, 3, 4, 5, 6, 7, 9, 11)
 223 (2, 3, 4, 5, 7, 8, 10, 12)
 223 (2, 3, 4, 6, 8, 9, 11, 12)
 223 (2, 3, 5, 7, 10, 12, 13, 14)
 223 (2, 3, 5, 7, 8, 9, 10, 11)
 223 (2, 3, 6, 9, 11, 12, 13, 14)
 223 (2, 4, 6, 7, 8, 10, 11, 12)
 223 (2, 4, 6, 7, 8, 10, 11, 15)
 223 (2, 4, 6, 9, 10, 12, 13, 14)
 223 (2, 5, 6, 8, 10, 12, 13, 14)
 223 (3, 4, 5, 7, 10, 11, 12, 14)
 223 (3, 4, 5, 7, 8, 9, 11, 13)
 223 (3, 4, 6, 7, 8, 10, 11, 14)
 223 (3, 4, 6, 7, 9, 11, 12, 13)
 223 (3, 5, 7, 8, 10, 11, 12, 13)
 223 (3, 6, 7, 8, 9, 11, 12, 14)
 223 (4, 5, 7, 8, 11, 12, 14, 15)
 223 (4, 6, 7, 8, 11, 12, 13, 15)
 223 (4, 7, 8, 10, 11, 12, 13, 15)
 223 (4, 7, 8, 9, 11, 12, 14, 15)
 224 (0, 1, 2, 3, 5, 10, 11, 15)
 224 (0, 1, 2, 3, 5, 7, 10, 15)
 224 (0, 1, 2, 3, 6, 7, 9, 15)
 224 (0, 1, 2, 3, 6, 9, 11, 15)
 224 (0, 1, 4, 5, 6, 7, 9, 15)
 224 (0, 1, 5, 8, 9, 10, 11, 15)
 224 (0, 1, 5, 8, 9, 10, 13, 15)
 224 (0, 2, 4, 5, 6, 7, 10, 15)
 224 (0, 2, 6, 8, 9, 10, 11, 15)
 224 (0, 2, 6, 8, 9, 10, 14, 15)
 224 (0, 4, 5, 8, 10, 12, 13, 15)
 224 (0, 4, 5, 8, 10, 12, 14, 15)
 224 (0, 4, 6, 8, 9, 12, 13, 15)
 224 (0, 4, 6, 8, 9, 12, 14, 15)
 224 (1, 3, 4, 5, 6, 7, 9, 12)
 224 (1, 3, 5, 8, 9, 10, 11, 12)
 224 (2, 3, 4, 5, 6, 7, 10, 12)
 224 (2, 3, 6, 8, 9, 10, 11, 12)
 225 (0, 1, 2, 3, 9, 10, 12, 13)
 225 (0, 1, 2, 3, 9, 10, 13, 15)
 225 (0, 1, 2, 5, 6, 10, 12, 14)
 225 (0, 1, 2, 5, 6, 9, 12, 13)
 225 (0, 1, 2, 5, 7, 10, 11, 15)
 225 (0, 1, 2, 5, 9, 10, 12, 13)
 225 (0, 1, 2, 6, 7, 9, 11, 15)
 225 (0, 1, 2, 6, 9, 10, 12, 14)
 225 (0, 1, 3, 4, 6, 7, 9, 15)
 225 (0, 1, 3, 5, 8, 10, 11, 15)
 225 (0, 1, 4, 6, 7, 9, 13, 15)
 225 (0, 1, 4, 6, 9, 12, 13, 15)
 225 (0, 1, 5, 6, 12, 13, 14, 15)
 225 (0, 1, 5, 6, 7, 9, 11, 15)
 225 (0, 1, 5, 7, 9, 10, 11, 15)
 225 (0, 1, 5, 8, 10, 11, 13, 15)
 225 (0, 1, 5, 8, 10, 12, 13, 15)
 225 (0, 1, 5, 9, 10, 12, 13, 14)
 225 (0, 1, 9, 10, 12, 13, 14, 15)
 225 (0, 2, 3, 4, 5, 7, 10, 15)
 225 (0, 2, 3, 6, 8, 9, 11, 15)
 225 (0, 2, 4, 5, 10, 12, 14, 15)
 225 (0, 2, 4, 5, 7, 10, 14, 15)
 225 (0, 2, 5, 6, 12, 13, 14, 15)
 225 (0, 2, 5, 6, 7, 10, 11, 15)
 225 (0, 2, 6, 7, 9, 10, 11, 15)
 225 (0, 2, 6, 8, 9, 11, 14, 15)
 225 (0, 2, 6, 8, 9, 12, 14, 15)
 225 (0, 2, 6, 9, 10, 12, 13, 14)
 225 (0, 2, 9, 10, 12, 13, 14, 15)
 225 (0, 3, 4, 5, 7, 8, 9, 12)
 225 (0, 3, 4, 6, 7, 8, 10, 12)
 225 (0, 4, 5, 6, 10, 13, 14, 15)
 225 (0, 4, 5, 6, 9, 13, 14, 15)
 225 (0, 4, 5, 8, 10, 13, 14, 15)
 225 (0, 4, 6, 8, 9, 13, 14, 15)
 225 (0, 5, 8, 9, 10, 13, 14, 15)
 225 (0, 6, 8, 9, 10, 13, 14, 15)
 225 (1, 2, 3, 4, 5, 6, 10, 12)
 225 (1, 2, 3, 4, 5, 6, 9, 12)
 225 (1, 2, 3, 4, 5, 8, 10, 12)
 225 (1, 2, 3, 4, 6, 8, 9, 12)
 225 (1, 2, 3, 5, 6, 10, 14, 15)
 225 (1, 2, 3, 5, 6, 9, 13, 15)
 225 (1, 2, 3, 5, 8, 9, 10, 12)
 225 (1, 2, 3, 5, 9, 10, 13, 15)
 225 (1, 2, 3, 6, 8, 9, 10, 12)
 225 (1, 2, 3, 6, 9, 10, 14, 15)
 225 (1, 3, 4, 5, 6, 8, 9, 12)
 225 (1, 3, 4, 5, 8, 9, 10, 12)
 225 (1, 3, 4, 6, 7, 9, 12, 13)
 225 (1, 3, 5, 10, 11, 12, 13, 15)
 225 (1, 3, 5, 6, 12, 13, 14, 15)
 225 (1, 3, 5, 8, 10, 11, 12, 13)
 225 (1, 3, 6, 7, 9, 12, 13, 15)
 225 (1, 3, 9, 10, 12, 13, 14, 15)
 225 (2, 3, 4, 5, 6, 8, 10, 12)
 225 (2, 3, 4, 5, 7, 10, 12, 14)
 225 (2, 3, 4, 6, 8, 9, 10, 12)
 225 (2, 3, 5, 6, 12, 13, 14, 15)
 225 (2, 3, 5, 7, 10, 12, 14, 15)
 225 (2, 3, 6, 8, 9, 11, 12, 14)
 225 (2, 3, 6, 9, 11, 12, 14, 15)
 225 (2, 3, 9, 10, 12, 13, 14, 15)
 225 (3, 4, 5, 7, 10, 12, 14, 15)
 225 (3, 4, 6, 7, 9, 12, 13, 15)
 225 (3, 5, 7, 10, 11, 12, 13, 14)
 225 (3, 5, 8, 10, 11, 12, 13, 15)
 225 (3, 6, 7, 9, 11, 12, 13, 14)
 225 (3, 6, 8, 9, 11, 12, 14, 15)
 225 (4, 5, 6, 7, 8, 10, 12, 15)
 225 (4, 5, 6, 7, 8, 9, 12, 15)
 225 (4, 5, 8, 9, 10, 11, 12, 15)
 225 (4, 6, 8, 9, 10, 11, 12, 15)
 226 (0, 1, 2, 3, 5, 11, 13, 15)
 226 (0, 1, 2, 3, 6, 11, 14, 15)
 226 (0, 1, 2, 3, 7, 10, 14, 15)
 226 (0, 1, 2, 3, 7, 9, 13, 15)
 226 (0, 4, 5, 6, 8, 9, 10, 13)
 226 (0, 4, 5, 6, 8, 9, 10, 14)
 226 (0, 4, 5, 7, 8, 12, 14, 15)
 226 (0, 4, 6, 7, 8, 12, 13, 15)
 226 (0, 4, 8, 10, 11, 12, 13, 15)
 226 (0, 4, 8, 9, 11, 12, 14, 15)
 226 (1, 3, 5, 11, 12, 13, 14, 15)
 226 (1, 4, 5, 6, 7, 9, 11, 15)
 226 (1, 4, 5, 6, 9, 13, 14, 15)
 226 (1, 5, 6, 7, 9, 12, 13, 14)
 226 (1, 5, 7, 8, 9, 10, 11, 15)
 226 (1, 5, 8, 9, 10, 13, 14, 15)
 226 (1, 5, 9, 10, 11, 12, 13, 14)
 226 (2, 3, 6, 11, 12, 13, 14, 15)
 226 (2, 3, 7, 10, 12, 13, 14, 15)
 226 (2, 4, 5, 6, 10, 13, 14, 15)
 226 (2, 4, 5, 6, 7, 10, 11, 15)
 226 (2, 5, 6, 7, 10, 12, 13, 14)
 226 (2, 6, 7, 8, 9, 10, 11, 15)
 226 (2, 6, 8, 9, 10, 13, 14, 15)
 226 (2, 6, 9, 10, 11, 12, 13, 14)
 226 (3, 4, 5, 6, 7, 10, 11, 14)
 226 (3, 4, 5, 6, 7, 9, 11, 13)
 226 (3, 5, 7, 8, 9, 10, 11, 13)
 226 (3, 6, 7, 8, 9, 10, 11, 14)
 226 (3, 7, 8, 10, 11, 12, 13, 15)
 226 (3, 7, 8, 9, 11, 12, 14, 15)
 228 (0, 1, 2, 4, 5, 13, 14, 15)
 228 (0, 1, 2, 4, 5, 7, 13, 14)
 228 (0, 1, 2, 4, 6, 13, 14, 15)
 228 (0, 1, 2, 4, 6, 7, 13, 14)
 228 (0, 1, 2, 5, 7, 9, 10, 11)
 228 (0, 1, 2, 5, 8, 10, 13, 14)
 228 (0, 1, 2, 6, 7, 9, 10, 11)
 228 (0, 1, 2, 6, 8, 9, 13, 14)
 228 (0, 1, 2, 8, 10, 13, 14, 15)
 228 (0, 1, 2, 8, 9, 13, 14, 15)
 228 (0, 1, 3, 5, 8, 11, 13, 15)
 228 (0, 1, 4, 5, 7, 8, 10, 11)
 228 (0, 1, 4, 6, 7, 8, 9, 11)
 228 (0, 1, 4, 7, 9, 12, 13, 15)
 228 (0, 2, 3, 6, 8, 11, 14, 15)
 228 (0, 2, 4, 5, 7, 8, 10, 11)
 228 (0, 2, 4, 6, 7, 8, 9, 11)
 228 (0, 2, 8, 9, 11, 12, 14, 15)
 228 (1, 2, 3, 4, 5, 12, 13, 14)
 228 (1, 2, 3, 4, 5, 7, 13, 14)
 228 (1, 2, 3, 4, 6, 12, 13, 14)
 228 (1, 2, 3, 4, 6, 7, 13, 14)
 228 (1, 2, 3, 5, 7, 10, 13, 14)
 228 (1, 2, 3, 6, 7, 9, 13, 14)
 228 (1, 2, 3, 7, 10, 11, 13, 14)
 228 (1, 2, 3, 7, 9, 11, 13, 14)
 228 (1, 2, 3, 8, 9, 11, 13, 14)
 228 (1, 2, 8, 9, 11, 13, 14, 15)
 228 (1, 3, 4, 6, 7, 12, 13, 15)
 228 (1, 3, 4, 7, 9, 12, 13, 15)
 228 (1, 3, 5, 8, 11, 12, 13, 15)
 228 (1, 3, 8, 10, 11, 12, 13, 15)
 228 (1, 4, 5, 7, 8, 11, 12, 13)
 228 (1, 4, 5, 7, 8, 11, 13, 15)
 228 (1, 4, 7, 8, 9, 11, 12, 13)
 228 (2, 3, 4, 5, 7, 12, 14, 15)
 228 (2, 3, 4, 7, 10, 12, 14, 15)
 228 (2, 3, 6, 8, 11, 12, 14, 15)
 228 (2, 3, 8, 9, 11, 12, 14, 15)
 228 (2, 4, 6, 7, 8, 11, 12, 14)
 228 (2, 4, 6, 7, 8, 11, 14, 15)
 228 (4, 5, 7, 8, 10, 11, 12, 13)
 228 (4, 6, 7, 8, 11, 12, 13, 14)
 228 (4, 6, 7, 8, 9, 11, 12, 13)
 228 (4, 7, 8, 10, 11, 12, 13, 14)
 229 (0, 1, 2, 3, 4, 7, 10, 12)
 229 (0, 1, 2, 3, 4, 7, 10, 15)
 229 (0, 1, 2, 3, 6, 8, 11, 12)
 229 (0, 1, 2, 3, 6, 8, 11, 15)
 229 (0, 1, 2, 4, 5, 9, 10, 12)
 229 (0, 1, 2, 4, 6, 9, 10, 12)
 229 (0, 1, 2, 5, 6, 8, 10, 12)
 229 (0, 1, 2, 5, 6, 8, 9, 12)
 229 (0, 1, 3, 4, 5, 6, 8, 10)
 229 (0, 1, 3, 4, 6, 8, 9, 10)
 229 (0, 1, 3, 4, 8, 10, 12, 13)
 229 (0, 1, 3, 6, 7, 11, 13, 15)
 229 (0, 1, 4, 8, 10, 12, 13, 15)
 229 (0, 1, 5, 6, 7, 9, 11, 13)
 229 (0, 1, 5, 7, 9, 10, 11, 13)
 229 (0, 2, 3, 4, 8, 9, 12, 14)
 229 (0, 2, 3, 5, 7, 11, 14, 15)
 229 (0, 2, 4, 8, 9, 12, 14, 15)
 229 (0, 2, 5, 6, 7, 10, 11, 14)
 229 (0, 2, 6, 7, 9, 10, 11, 14)
 229 (0, 4, 5, 6, 7, 10, 13, 14)
 229 (0, 4, 5, 6, 7, 9, 13, 14)
 229 (0, 4, 7, 9, 12, 13, 14, 15)
 229 (0, 5, 8, 11, 12, 13, 14, 15)
 229 (0, 5, 8, 9, 10, 11, 13, 14)
 229 (0, 6, 8, 9, 10, 11, 13, 14)
 229 (1, 2, 3, 5, 6, 10, 11, 15)
 229 (1, 2, 3, 5, 6, 9, 11, 15)
 229 (1, 2, 3, 5, 7, 9, 10, 15)
 229 (1, 2, 3, 6, 7, 9, 10, 15)
 229 (1, 2, 4, 5, 6, 7, 10, 15)
 229 (1, 2, 4, 5, 6, 7, 9, 15)
 229 (1, 2, 5, 8, 9, 10, 11, 15)
 229 (1, 2, 6, 8, 9, 10, 11, 15)
 229 (1, 3, 6, 7, 11, 12, 13, 15)
 229 (1, 3, 8, 9, 10, 12, 13, 15)
 229 (1, 4, 5, 6, 8, 9, 13, 15)
 229 (1, 4, 5, 8, 9, 10, 13, 15)
 229 (2, 3, 8, 9, 10, 12, 14, 15)
 229 (2, 4, 5, 6, 8, 10, 14, 15)
 229 (2, 4, 6, 8, 9, 10, 14, 15)
 229 (3, 4, 7, 9, 12, 13, 14, 15)
 229 (4, 5, 6, 8, 10, 12, 13, 15)
 229 (4, 5, 6, 8, 9, 12, 14, 15)
 229 (4, 5, 8, 9, 10, 12, 14, 15)
 229 (4, 6, 8, 9, 10, 12, 13, 15)
 230 (0, 1, 2, 3, 5, 10, 12, 13)
 230 (0, 1, 2, 3, 5, 10, 12, 14)
 230 (0, 1, 2, 3, 5, 10, 13, 15)
 230 (0, 1, 2, 3, 5, 10, 14, 15)
 230 (0, 1, 2, 3, 6, 9, 12, 13)
 230 (0, 1, 2, 3, 6, 9, 12, 14)
 230 (0, 1, 2, 3, 6, 9, 13, 15)
 230 (0, 1, 2, 3, 6, 9, 14, 15)
 230 (0, 1, 2, 5, 6, 10, 14, 15)
 230 (0, 1, 2, 5, 6, 9, 13, 15)
 230 (0, 1, 2, 5, 9, 10, 13, 15)
 230 (0, 1, 2, 6, 9, 10, 14, 15)
 230 (0, 1, 5, 10, 12, 13, 14, 15)
 230 (0, 1, 5, 6, 9, 13, 14, 15)
 230 (0, 1, 5, 9, 10, 13, 14, 15)
 230 (0, 1, 6, 9, 12, 13, 14, 15)
 230 (0, 2, 5, 10, 12, 13, 14, 15)
 230 (0, 2, 5, 6, 10, 13, 14, 15)
 230 (0, 2, 6, 9, 10, 13, 14, 15)
 230 (0, 2, 6, 9, 12, 13, 14, 15)
 230 (0, 3, 4, 5, 7, 10, 11, 15)
 230 (0, 3, 4, 5, 7, 8, 10, 12)
 230 (0, 3, 4, 5, 8, 10, 11, 12)
 230 (0, 3, 4, 6, 7, 8, 9, 12)
 230 (0, 3, 4, 6, 7, 9, 11, 15)
 230 (0, 3, 4, 6, 8, 9, 11, 12)
 230 (0, 3, 5, 7, 8, 10, 11, 15)
 230 (0, 3, 6, 7, 8, 9, 11, 15)
 230 (0, 4, 5, 6, 7, 10, 11, 15)
 230 (0, 4, 5, 6, 7, 8, 10, 15)
 230 (0, 4, 5, 6, 7, 8, 9, 15)
 230 (0, 4, 5, 6, 7, 9, 11, 15)
 230 (0, 4, 5, 7, 8, 10, 12, 15)
 230 (0, 4, 5, 8, 10, 11, 12, 15)
 230 (0, 4, 5, 8, 9, 10, 11, 15)
 230 (0, 4, 6, 7, 8, 9, 12, 15)
 230 (0, 4, 6, 8, 9, 10, 11, 15)
 230 (0, 4, 6, 8, 9, 11, 12, 15)
 230 (0, 5, 7, 8, 9, 10, 11, 15)
 230 (0, 6, 7, 8, 9, 10, 11, 15)
 230 (1, 2, 3, 5, 6, 10, 12, 14)
 230 (1, 2, 3, 5, 6, 9, 12, 13)
 230 (1, 2, 3, 5, 9, 10, 12, 13)
 230 (1, 2, 3, 6, 9, 10, 12, 14)
 230 (1, 3, 5, 10, 12, 13, 14, 15)
 230 (1, 3, 5, 6, 9, 12, 13, 14)
 230 (1, 3, 5, 9, 10, 12, 13, 14)
 230 (1, 3, 6, 9, 12, 13, 14, 15)
 230 (2, 3, 5, 10, 12, 13, 14, 15)
 230 (2, 3, 5, 6, 10, 12, 13, 14)
 230 (2, 3, 6, 9, 10, 12, 13, 14)
 230 (2, 3, 6, 9, 12, 13, 14, 15)
 230 (3, 4, 5, 6, 7, 10, 11, 12)
 230 (3, 4, 5, 6, 7, 8, 10, 12)
 230 (3, 4, 5, 6, 7, 8, 9, 12)
 230 (3, 4, 5, 6, 7, 9, 11, 12)
 230 (3, 4, 5, 7, 10, 11, 12, 15)
 230 (3, 4, 5, 8, 9, 10, 11, 12)
 230 (3, 4, 6, 7, 9, 11, 12, 15)
 230 (3, 4, 6, 8, 9, 10, 11, 12)
 230 (3, 5, 7, 8, 10, 11, 12, 15)
 230 (3, 5, 7, 8, 9, 10, 11, 12)
 230 (3, 6, 7, 8, 9, 10, 11, 12)
 230 (3, 6, 7, 8, 9, 11, 12, 15)
 231 (0, 1, 2, 3, 4, 7, 12, 13)
 231 (0, 1, 2, 3, 4, 7, 12, 14)
 231 (0, 1, 2, 3, 4, 7, 13, 15)
 231 (0, 1, 2, 3, 4, 7, 14, 15)
 231 (0, 1, 2, 3, 8, 11, 12, 13)
 231 (0, 1, 2, 3, 8, 11, 12, 14)
 231 (0, 1, 2, 3, 8, 11, 13, 15)
 231 (0, 1, 2, 3, 8, 11, 14, 15)
 231 (0, 1, 3, 4, 7, 11, 13, 15)
 231 (0, 1, 3, 4, 7, 8, 12, 13)
 231 (0, 1, 3, 4, 8, 11, 12, 13)
 231 (0, 1, 3, 7, 8, 11, 13, 15)
 231 (0, 1, 4, 6, 9, 11, 14, 15)
 231 (0, 1, 4, 7, 12, 13, 14, 15)
 231 (0, 1, 4, 8, 11, 12, 13, 15)
 231 (0, 1, 5, 7, 8, 10, 14, 15)
 231 (0, 1, 8, 11, 12, 13, 14, 15)
